,latitude,longitude,minimum_nights,availability_365,neighbourhood_group_n,room_type_n
45930,40.60753,-73.95389,2,28,0,2
27995,40.73245,-73.98848,4,0,1,1
6558,40.72704,-74.00558,3,0,1,1
22911,40.7652,-73.99197,7,0,1,0
9359,40.74219,-73.99903,5,0,1,1
9133,40.71947,-73.99327,1,0,1,0
36198,40.65267,-73.94293,3,311,0,0
31456,40.71585,-73.99492,1,234,1,0
30410,40.71759,-73.95935,3,0,0,0
9010,40.76441,-73.99245,7,11,1,1
48684,40.64439,-74.01816,1,177,0,0
40286,40.68996,-73.74882,2,85,2,0
44296,40.74807,-73.9028,30,333,2,1
10007,40.64588,-73.94961,1,365,0,0
3906,40.64742,-73.97559,2,0,0,1
33661,40.85116,-73.93457,3,6,1,1
30721,40.71832,-73.96354,5,38,0,1
47438,40.67804,-73.86761,2,348,0,0
42529,40.7194,-73.95899,2,305,0,0
22267,40.70824,-73.94379,7,259,0,0
6342,40.73978,-73.92124,5,0,2,0
26690,40.66541,-73.95736,1,123,0,1
41960,40.6953,-73.94392,1,6,0,1
18156,40.69295,-73.90792,2,256,0,1
29603,40.81294,-73.94609,2,331,1,0
30649,40.70805,-74.00581,29,10,1,1
27147,40.71563,-73.95815,4,0,0,0
37661,40.894,-73.84362,1,363,4,1
20598,40.72638,-73.97752,4,39,1,0
30388,40.74505,-73.88148,1,35,2,0
17340,40.68297,-73.96115,1,0,0,1
35908,40.71601,-73.93962,1,55,0,0
5280,40.7662,-73.98612,30,313,1,1
9440,40.85487,-73.93777,7,0,1,1
47607,40.75161,-73.97025,1,250,1,1
8939,40.68645,-73.92425,1,0,0,0
35234,40.67782,-73.94373,4,194,0,1
13843,40.82021,-73.95307,1,55,1,0
29131,40.69857,-73.9439,1,0,0,0
11803,40.79644,-73.96135,7,0,1,1
3340,40.69025,-73.96704,2,0,0,1
545,40.76739,-73.9557,1,0,1,2
15588,40.69452,-73.92807,1,0,0,0
45780,40.74465,-73.90336,1,70,2,0
5833,40.69863,-73.91235,3,0,0,0
42492,40.74286,-73.99436,29,326,1,1
39601,40.74719,-73.97478,1,0,1,1
17720,40.76911,-73.95694,30,299,1,1
39890,40.74288,-73.89488,30,22,2,0
31351,40.71196,-73.95424,3,20,0,0
20439,40.64538,-73.94863,30,365,0,2
17812,40.82323,-73.9467,2,0,1,0
9009,40.73713,-73.8741,1,0,2,0
8938,40.73376,-73.95443,7,0,0,0
3500,40.77519,-73.95688,9,0,1,1
37165,40.68775,-73.87044,30,170,0,1
5960,40.7672,-73.91198,2,90,2,1
40127,40.65546,-73.92031,2,352,0,1
22023,40.7701,-73.9589,2,0,1,1
35074,40.75395,-73.87396,1,180,2,0
20416,40.87583,-73.87737,1,0,4,0
19036,40.7401,-73.98123,2,0,1,1
23515,40.68054,-73.94129,4,104,0,0
48892,40.81475,-73.94867,10,27,1,1
26940,40.666,-73.88858,2,88,0,0
17549,40.68847,-73.95443,1,0,0,0
42595,40.7119,-73.99364,3,0,1,1
19854,40.81676,-73.96069,3,0,1,0
26987,40.82407,-73.8614,2,184,4,0
2049,40.67852,-73.97008,7,212,0,0
11691,40.66255,-73.983,6,0,0,0
20404,40.64171,-73.94721,1,90,0,0
45844,40.76129,-73.96178,1,29,1,0
13144,40.82198,-73.95418,5,24,1,0
7634,40.69226,-73.92286,2,341,0,1
5804,40.7426,-73.90706,3,305,2,1
32864,40.69585,-73.90967,2,0,0,0
35152,40.7571,-73.98014,3,0,1,0
29192,40.85783,-73.93117,3,0,1,0
16697,40.72552,-73.94489,2,0,0,1
39995,40.72836,-73.99953,7,88,1,0
34448,40.82698,-73.93871,1,105,1,0
33019,40.64595,-73.97578,5,344,0,0
28662,40.69743,-73.92171,1,0,0,0
45318,40.71801,-73.95244,1,249,0,0
22511,40.8134,-73.89893,3,87,4,0
11990,40.80786,-73.94313,30,0,1,1
3206,40.80029,-73.94294,3,310,1,0
13553,40.77575,-73.91419,1,16,2,0
23917,40.69454,-73.94868,2,343,0,2
17860,40.65263,-73.95734,5,0,0,0
10645,40.75463,-73.97445,2,0,1,1
36323,40.74035,-73.87617,29,6,2,0
42690,40.69269,-73.92178,1,296,0,1
3461,40.73899,-73.98153,3,0,1,1
16787,40.72057,-73.99185,5,0,1,0
32900,40.82967,-73.94851,4,98,1,0
6732,40.68337,-73.8431,1,0,2,0
24159,40.73321,-73.85058,2,0,2,0
14608,40.72005,-73.95677,1,0,0,0
36842,40.72549,-73.94595,2,149,0,1
13314,40.74711,-73.97694,30,179,1,1
26573,40.75811,-73.90954,4,1,2,0
12013,40.66447,-73.91743,2,249,0,0
45477,40.81795,-73.91178,1,77,4,2
48691,40.69982,-73.92321,30,360,0,1
29849,40.75794,-73.83234,2,70,2,1
27649,40.77056,-73.87191,1,325,2,0
28142,40.68683,-73.82743,1,48,2,0
32260,40.72941,-74.00317,1,0,1,0
8029,40.83776,-73.94087,2,279,1,0
48581,40.68858,-73.95675,1,45,0,0
21968,40.81248,-73.94317,2,0,1,0
27650,40.6602,-73.98244,1,248,0,0
35903,40.72032,-73.94561,7,212,0,0
21881,40.71569,-73.99076,3,0,1,0
22192,40.73057,-73.986,2,329,1,0
25872,40.75895,-73.79196,2,115,2,1
12209,40.74163,-74.00102,20,32,1,1
21646,40.67919,-73.95918,2,120,0,0
25379,40.72526,-73.98128,3,0,1,1
38310,40.75252,-73.96667,28,257,1,1
24334,40.71043,-73.98174,1,0,1,0
2437,40.67394,-73.95951,2,0,0,1
11648,40.73258,-73.95582,2,38,0,1
21395,40.7658,-73.98218,7,0,1,1
9308,40.66817,-73.98406,3,0,0,1
8293,40.68672,-73.96376,2,0,0,1
15186,40.826,-73.94314,2,0,1,0
7701,40.71122,-73.95602,1,0,0,1
46473,40.68896,-73.99734,1,77,0,1
48014,40.82093,-73.91279,2,207,4,1
7262,40.70745,-73.92255,1,358,0,0
13803,40.71077,-73.96259,1,0,0,2
17032,40.7186,-73.95427,5,0,0,1
5254,40.72328,-73.98926,1,232,1,1
27219,40.70507,-74.009,2,0,1,0
26361,40.69808,-73.93022,2,234,0,0
35857,40.6211,-73.92651,2,38,0,0
34021,40.75503,-73.99724,30,316,1,0
1490,40.79591,-73.94801,3,24,1,0
13573,40.75763,-73.96359,7,0,1,0
43062,40.72121,-73.9909,1,364,1,1
22198,40.8709,-73.89946,2,365,4,2
29865,40.76475,-73.9289,1,85,2,1
45392,40.71872,-73.95949,1,16,0,0
10958,40.76301,-73.96734,1,351,1,0
5620,40.70794,-73.92168,2,365,0,0
1044,40.77548,-73.95183,5,365,1,0
32237,40.68081,-73.9729,1,0,0,0
38047,40.76345,-73.828,1,87,2,0
13276,40.71346,-73.99592,1,0,1,0
7211,40.67221,-73.95584,1,0,0,0
32632,40.76361,-73.98992,1,192,1,2
35537,40.75501,-73.83315,1,0,2,0
1179,40.72701,-74.0011,3,0,1,1
10122,40.6857,-73.95595,5,282,0,0
30855,40.67638,-73.91106,1,0,0,0
22189,40.80533,-73.95049,1,280,1,0
10419,40.68426,-73.95669,5,0,0,1
33742,40.69271,-73.93943,2,251,0,0
26670,40.7198,-73.98209,1,32,1,0
27146,40.67643,-73.97824,7,0,0,1
19186,40.66735,-73.76647,1,102,2,1
27264,40.85561,-73.93306,2,0,1,1
37491,40.5939,-73.77361,7,87,2,1
43395,40.6313,-73.94534,2,43,0,0
37233,40.68581,-73.91176,1,179,0,0
11968,40.79598,-73.94288,5,28,1,1
23383,40.73218,-73.88461,1,364,2,0
2818,40.80355,-73.95227,2,24,1,0
41136,40.74774,-73.88653,2,6,2,1
13000,40.63266,-74.0284,1,0,0,0
2912,40.76703,-73.98874,30,333,1,1
9247,40.65192,-73.96023,1,0,0,0
23019,40.71353,-73.9578,3,11,0,1
2559,40.67475,-73.9465,3,157,0,0
3882,40.6769,-73.9513,2,0,0,0
21100,40.80172,-73.95538,1,32,1,0
47190,40.71512,-73.79391,3,179,2,0
26845,40.70177,-73.92313,2,0,0,0
32756,40.65548,-73.95707,7,1,0,1
33810,40.64101,-74.01049,2,222,0,0
40484,40.73934,-74.00146,3,173,1,1
18477,40.69834,-73.92755,1,281,0,1
31945,40.76189,-73.98991,10,68,1,1
2216,40.6824,-73.93597,30,171,0,1
20037,40.66209,-73.92913,1,364,0,2
7522,40.68153,-73.93825,3,197,0,1
21127,40.82818,-73.9389,4,52,1,0
34775,40.67772,-73.9233,2,310,0,0
27130,40.68499,-73.9616,10,0,0,1
6371,40.65057,-73.97858,7,196,0,1
31203,40.84197,-73.91292,2,0,4,0
11568,40.7154,-73.98473,1,0,1,1
1648,40.72699,-73.97969,4,277,1,1
48156,40.69191,-73.90807,3,13,0,0
18943,40.68511,-73.76884,2,365,2,0
2482,40.68388,-73.95019,1,345,0,0
9752,40.67628,-73.95422,1,0,0,0
38761,40.70887,-74.01446,30,365,1,1
47538,40.83901,-73.93943,1,268,1,0
21907,40.71463,-73.99658,1,212,1,1
20846,40.70419,-73.88558,2,0,2,0
42598,40.58891,-73.80181,1,179,2,0
3132,40.78618,-73.97339,4,3,1,1
10143,40.69705,-73.97743,3,170,0,1
41826,40.62063,-73.9244,2,43,0,0
29729,40.76119,-73.91294,1,0,2,0
42717,40.80143,-73.93803,3,41,1,0
5468,40.82546,-73.94629,4,292,1,0
4119,40.71827,-73.90647,2,32,2,1
22216,40.84546,-73.89013,1,179,4,1
14985,40.63549,-73.95817,3,84,0,2
4284,40.72733,-73.9404,30,311,0,1
34433,40.76435,-73.99298,1,30,1,0
40864,40.80351,-73.95822,1,92,1,0
26096,40.73658,-73.95418,2,0,0,1
15928,40.74849,-73.98957,5,263,1,1
43381,40.66387,-73.9384,1,148,0,1
29800,40.76482,-73.97965,1,0,1,0
29434,40.71953,-74.00401,14,365,1,1
26474,40.79979,-73.94104,1,0,1,1
23765,40.71226,-73.95344,4,0,0,1
38535,40.76171,-73.99793,30,129,1,1
17984,40.64023,-73.9717,2,0,0,0
32955,40.88058,-73.90552,2,0,4,1
44534,40.70825,-74.00482,29,358,1,1
24387,40.70857,-73.96618,3,0,0,0
46946,40.66731,-73.98547,5,9,0,1
18412,40.7613,-73.96414,4,340,1,1
18057,40.74506,-73.97934,3,8,1,1
45549,40.756,-73.87756,1,355,2,0
18147,40.82418,-73.94893,1,34,1,0
35405,40.75746,-73.82013,1,346,2,0
38183,40.72154,-73.99727,4,97,1,1
10466,40.76189,-73.9225,14,0,2,0
34350,40.75231,-73.96707,3,176,1,1
7494,40.82753,-73.94602,3,0,1,0
8123,40.76295,-73.98435,1,0,1,1
29424,40.57905,-73.96088,2,0,0,1
25097,40.73825,-74.00269,4,0,1,1
27244,40.71549,-73.94973,30,332,0,1
25961,40.81225,-73.95197,2,365,1,0
19250,40.73216,-73.81841,1,241,2,0
7870,40.6825,-73.94709,1,0,0,0
43743,40.70697,-73.92401,5,0,0,0
26720,40.7456,-73.99771,4,0,1,1
31086,40.76562,-73.8299,1,44,2,0
18692,40.74246,-73.9954,30,319,1,1
11627,40.79717,-73.93519,1,0,1,1
755,40.76373,-73.96897,3,27,1,1
7419,40.73426,-74.00525,1,0,1,1
8467,40.68997,-73.94205,2,319,0,1
16228,40.74534,-73.91809,2,0,2,1
14515,40.75579,-73.9148,2,266,2,1
44401,40.74942,-73.99536,1,359,1,0
27946,40.81919,-73.94554,1,84,1,0
17697,40.71684,-73.94578,1,0,0,1
40847,40.83583,-73.93847,3,116,1,1
11860,40.68864,-73.96154,30,0,0,1
34855,40.69768,-73.93511,2,0,0,0
37052,40.69388,-73.94501,3,361,0,0
42688,40.74699,-73.97301,2,26,1,1
38961,40.694,-73.94355,2,192,0,2
16288,40.72536,-73.95712,2,120,0,0
15226,40.67989,-73.91817,2,160,0,1
24779,40.66711,-73.97691,3,0,0,1
14883,40.66873,-73.97916,30,361,0,0
35339,40.66207,-73.74986,1,135,2,1
30386,40.5788,-73.95719,3,160,0,1
41796,40.71936,-73.98402,30,81,1,1
840,40.7909,-73.96762,3,29,1,1
38316,40.75385,-73.96536,4,80,1,1
32791,40.65248,-73.95278,3,81,0,0
42743,40.72853,-73.98173,30,0,1,1
45954,40.80154,-73.96106,3,320,1,1
47859,40.83325,-73.94034,1,39,1,0
48847,40.69183,-73.86523,1,320,2,0
44073,40.66038,-73.88761,14,178,0,1
32548,40.78239,-73.98156,7,0,1,1
9387,40.67026,-73.9497,2,36,0,1
24408,40.66964,-73.9216,1,30,0,0
15486,40.72522,-73.98114,3,0,1,0
4654,40.7898,-73.9708,1,0,1,1
36109,40.80655,-73.93872,1,0,1,1
47535,40.70318,-73.92636,3,177,0,1
25811,40.68919,-73.9335,2,365,0,0
41417,40.7065,-74.01019,2,349,1,1
33593,40.68988,-73.99907,4,13,0,1
35506,40.69452,-73.9082,5,0,0,1
33087,40.67895,-73.99529,6,0,0,1
25472,40.70031,-73.91718,1,0,0,0
34626,40.71688,-73.95107,3,0,0,0
45366,40.80641,-73.95518,1,194,1,0
2122,40.73055,-73.98875,4,1,1,1
20570,40.71809,-73.95383,3,0,0,1
33412,40.70522,-73.93075,1,310,0,0
11070,40.74789,-73.98953,1,0,1,1
12963,40.72969,-74.00117,1,0,1,1
3552,40.82029,-73.93861,1,258,1,1
25093,40.7118,-73.85285,3,220,2,0
40634,40.6847,-73.90883,1,53,0,0
37859,40.6988,-73.91388,1,0,0,0
10868,40.63421,-74.0263,2,281,0,0
18546,40.73383,-73.99509,4,0,1,0
20316,40.80447,-73.94623,14,188,1,1
33719,40.69103,-73.93933,1,85,0,2
13272,40.73048,-73.98197,5,0,1,1
8659,40.67904,-73.967,2,0,0,1
30255,40.67984,-73.84403,1,356,2,1
46011,40.74669,-73.98749,1,249,1,1
48627,40.81576,-73.84653,3,169,4,1
42616,40.7462,-73.97296,2,90,1,1
48507,40.74767,-73.99256,30,363,1,1
31228,40.77988,-73.98605,1,0,1,0
3955,40.70669,-73.93578,2,341,0,0
14225,40.72808,-73.98763,30,112,1,1
30601,40.8331,-73.94347,2,0,1,0
28361,40.67712,-73.95132,7,89,0,0
10236,40.74926,-73.98201,30,98,1,1
30048,40.64086,-73.9547,4,0,0,1
37844,40.68589,-73.98543,2,0,0,1
564,40.73049,-73.96115,3,1,0,1
8726,40.74573,-73.92261,6,128,2,0
45387,40.67493,-73.94828,3,56,0,0
15564,40.71513,-73.94848,2,9,0,0
9556,40.73545,-74.00686,2,189,1,1
14041,40.72999,-73.98275,3,133,1,0
29279,40.68512,-73.95796,6,190,0,1
27914,40.67672,-73.92964,1,0,0,0
7775,40.754,-73.80701,2,311,2,0
15654,40.71586,-73.94859,7,0,0,0
45454,40.73156,-73.88551,7,337,2,0
6833,40.73055,-74.0007,2,0,1,1
29125,40.81245,-73.95131,1,277,1,0
41828,40.69903,-73.90961,28,197,2,1
12937,40.72451,-73.98369,1,0,1,1
24019,40.72036,-73.97889,1,0,1,0
21092,40.79453,-73.94543,1,34,1,0
32368,40.77255,-73.99057,1,89,1,2
3092,40.72982,-73.98532,2,0,1,1
30495,40.71849,-73.95053,4,0,0,1
16882,40.71303,-73.96574,2,2,0,1
13702,40.71042,-73.95071,2,0,0,0
31555,40.80552,-73.94031,5,17,1,0
36144,40.68528,-73.95217,2,88,0,1
9608,40.70767,-73.94821,14,0,0,0
24593,40.75183,-73.80665,2,101,2,1
22238,40.65694,-73.92728,30,37,0,0
635,40.66068,-73.96003,21,0,0,1
18233,40.74164,-73.98275,2,242,1,0
37999,40.69936,-73.9242,2,191,0,1
19840,40.69912,-73.93508,3,179,0,0
26047,40.68998,-73.75477,2,0,2,0
36780,40.76437,-73.98775,1,212,1,2
6933,40.7666,-73.98475,1,0,1,1
34966,40.69025,-73.95042,30,361,0,0
30016,40.80022,-73.96301,2,0,1,0
42629,40.74758,-73.98276,3,306,1,1
18288,40.78807,-73.944,2,0,1,0
47816,40.72003,-73.96242,4,9,0,1
15353,40.71278,-73.949,2,0,0,1
11384,40.69639,-73.91008,5,68,0,0
4388,40.71587,-73.95934,4,25,0,0
24586,40.73599,-73.95604,2,3,0,1
9047,40.76497,-73.98848,7,0,1,1
37929,40.67331,-73.97471,3,5,0,1
45733,40.72719,-73.86671,1,131,2,0
17145,40.75666,-73.99444,2,65,1,1
29514,40.73674,-73.98308,3,3,1,1
19955,40.69637,-73.93995,14,45,0,0
22773,40.66556,-73.88323,2,121,0,1
12460,40.81026,-73.95279,5,0,1,0
42199,40.74545,-73.97188,5,339,1,1
4972,40.6818,-73.96238,1,248,0,0
30340,40.84305,-73.93877,6,90,1,0
47602,40.74833,-73.97253,30,336,1,1
28509,40.74975,-73.97699,30,0,1,1
25586,40.76022,-73.92617,1,0,2,0
12188,40.79382,-73.94334,1,200,1,1
16249,40.76704,-73.95722,6,0,1,1
5492,40.67845,-73.99983,3,0,0,0
40686,40.75683,-73.93184,1,1,2,0
2508,40.7191,-73.98866,3,85,1,1
1812,40.68194,-73.92757,4,359,0,0
11609,40.77029,-73.95812,3,5,1,1
12534,40.72422,-73.98465,2,0,1,2
48568,40.60853,-73.96044,12,156,0,0
348,40.75961,-73.91117,1,365,2,0
25310,40.83103,-73.94653,1,0,1,0
45531,40.71597,-73.96107,3,352,0,1
1391,40.68066,-73.96644,4,0,0,1
48358,40.59947,-73.76468,1,170,2,0
29057,40.73322,-73.95177,1,91,0,0
37129,40.76464,-73.95831,6,14,1,0
21979,40.76505,-73.90918,1,365,2,0
36487,40.70946,-73.94966,7,357,0,1
7161,40.74479,-73.97573,5,0,1,1
4239,40.68671,-73.98952,5,24,0,1
26761,40.69466,-73.96703,1,0,0,0
23547,40.79632,-73.93387,3,7,1,1
23899,40.75077,-73.9814,30,207,1,1
21009,40.72755,-73.86199,1,294,2,0
20355,40.68902,-73.96784,7,0,0,1
9888,40.83431,-73.9402,2,0,1,0
41966,40.66888,-73.89372,7,247,0,0
21015,40.76486,-73.98682,2,0,1,1
34714,40.77425,-73.98122,3,96,1,1
28720,40.68754,-73.94183,5,0,0,0
46115,40.72035,-73.94117,6,0,0,1
24871,40.64206,-73.97172,6,0,0,1
13642,40.65568,-73.95892,1,0,0,0
47657,40.75696,-73.98323,14,85,1,0
18411,40.6919,-73.96511,6,0,0,1
9362,40.64621,-73.98163,1,0,0,1
64,40.69,-73.96788,7,292,0,0
34702,40.69073,-73.95965,3,0,0,0
38659,40.5981,-73.9584,7,290,0,2
35818,40.71821,-73.98914,30,188,1,1
15379,40.65775,-73.90486,14,291,0,1
35593,40.68978,-73.98598,21,0,0,0
1580,40.70985,-73.9452,2,88,0,0
41195,40.71918,-73.99536,3,1,1,0
33601,40.71414,-73.96334,2,0,0,1
500,40.72315,-73.95226,2,127,0,1
39664,40.75805,-73.99292,4,158,1,1
46352,40.82136,-73.95606,1,41,1,0
24573,40.68309,-73.92298,3,0,0,0
12389,40.72058,-73.87493,2,81,2,0
16202,40.68934,-73.9579,4,89,0,0
32653,40.79613,-73.96468,2,246,1,0
1824,40.80139,-73.95433,3,184,1,1
9171,40.7688,-73.9535,1,0,1,0
41298,40.84994,-73.9066,3,358,4,1
22255,40.69775,-73.89474,2,0,2,0
24376,40.67742,-73.93737,7,0,0,1
29679,40.71214,-73.94423,2,0,0,0
5020,40.77995,-73.78506,3,143,2,1
2810,40.71171,-73.96101,30,0,0,1
23650,40.74546,-73.88898,1,89,2,0
29362,40.69807,-73.74432,5,96,2,0
32124,40.7997,-73.97073,1,12,1,0
11304,40.67553,-73.94195,5,35,0,0
25281,40.68606,-73.93861,3,96,0,1
26249,40.69031,-73.93903,5,171,0,1
7016,40.73272,-73.9852,3,7,1,1
24579,40.68469,-73.90794,2,0,0,0
13370,40.69998,-73.9413,1,0,0,0
22338,40.74701,-73.9914,1,103,1,0
11822,40.78107,-73.97817,5,0,1,0
21623,40.74462,-74.00139,5,79,1,0
19658,40.67104,-73.73006,2,355,2,0
39483,40.69638,-73.97507,30,342,0,0
36552,40.73551,-73.98546,2,65,1,1
47735,40.82964,-73.91833,3,162,4,0
37118,40.7367,-73.98985,5,145,1,1
29991,40.74281,-73.95044,1,0,2,0
24542,40.81949,-73.95521,7,0,1,0
36511,40.80771,-73.93853,1,64,1,0
36451,40.68193,-73.93569,3,105,0,1
11932,40.64905,-73.96799,1,0,0,0
28101,40.6784,-73.98447,1,363,0,0
8872,40.76207,-73.98945,1,1,1,0
31635,40.84039,-73.93954,30,281,1,0
4419,40.85719,-73.93573,2,365,1,0
30020,40.79728,-73.97348,1,270,1,0
17403,40.6698,-73.95835,2,0,0,0
15992,40.74954,-73.82829,5,174,2,0
41578,40.67111,-73.92237,2,128,0,1
17096,40.81441,-73.9589,6,90,1,0
41628,40.75337,-73.97334,2,12,1,1
1679,40.78227,-73.9841,3,353,1,1
13162,40.76542,-73.97844,30,125,1,1
32561,40.76747,-73.9862,3,2,1,0
22653,40.71871,-73.94499,1,0,0,1
40754,40.66678,-73.78361,14,365,2,0
48086,40.69855,-73.85279,1,89,2,0
32315,40.87579,-73.86532,3,365,4,0
39007,40.82375,-73.94381,1,56,1,0
27224,40.74819,-73.97642,2,26,1,1
32554,40.85548,-73.85585,1,72,4,1
16825,40.83048,-73.95009,1,358,1,0
9226,40.76719,-73.95358,15,0,1,1
11637,40.82642,-73.93668,1,0,1,0
42240,40.84355,-73.91103,1,358,4,0
18068,40.73851,-73.80106,1,124,2,1
24264,40.67313,-73.96254,1,8,0,0
34766,40.70881,-73.92084,3,31,0,0
42032,40.74855,-74.00074,1,208,1,2
37526,40.79927,-73.95384,2,0,1,0
36076,40.75584,-73.99559,7,365,1,0
13095,40.75342,-73.98729,4,0,1,1
2666,40.74036,-74.00138,3,0,1,0
28429,40.71793,-73.95772,7,0,0,1
36672,40.70442,-73.91707,4,49,0,2
29119,40.69512,-73.93705,30,0,0,2
38342,40.79844,-73.94048,5,205,1,1
21035,40.70163,-73.9227,2,0,0,0
25076,40.65814,-73.98495,1,130,0,0
2180,40.68924,-73.9681,7,11,0,1
19469,40.56933,-74.09493,1,358,3,0
46583,40.68364,-73.92307,3,0,0,1
30608,40.66094,-73.98652,1,270,0,1
18154,40.70847,-73.94568,2,0,0,0
44755,40.85078,-73.93195,1,185,1,0
7286,40.85535,-73.91388,2,82,4,0
46899,40.74637,-74.0002,3,35,1,1
1325,40.68232,-73.96501,30,249,0,1
13513,40.65382,-73.93903,1,194,0,1
34260,40.74832,-73.98423,5,0,1,0
14918,40.70523,-73.94072,1,0,0,0
11647,40.67089,-73.94825,2,0,0,1
38071,40.72745,-73.9483,3,0,0,1
29996,40.7773,-73.95652,2,363,1,1
48515,40.8683,-73.92161,2,365,1,1
15697,40.73944,-73.92687,2,364,2,0
38353,40.64682,-74.08575,5,43,3,1
20400,40.82207,-73.95332,5,45,1,0
22899,40.71873,-73.9891,2,0,1,0
23736,40.7598,-73.99033,3,59,1,1
43749,40.66999,-73.95959,30,237,0,0
8932,40.72982,-73.95503,3,0,0,1
32080,40.70498,-73.90023,2,95,2,1
14163,40.8506,-73.90231,3,58,4,1
42718,40.76132,-73.88192,2,79,2,0
36938,40.68677,-73.91571,1,31,0,0
20503,40.76582,-73.87153,1,155,2,0
2277,40.66326,-73.98805,1,24,0,0
16388,40.79559,-73.96434,7,0,1,0
4585,40.77059,-73.94991,2,0,1,1
6338,40.68589,-73.93286,1,362,0,1
17704,40.65214,-73.93126,2,33,0,1
856,40.64387,-73.96855,2,168,0,0
21843,40.67573,-73.97993,2,0,0,1
41959,40.69922,-73.92637,5,100,0,0
12453,40.69911,-73.92441,1,0,0,0
19326,40.67183,-73.94934,2,220,0,1
9739,40.767,-73.93051,4,0,2,1
32485,40.76746,-73.98942,10,126,1,1
22051,40.58017,-73.9616,1,1,0,2
48317,40.77883,-73.98146,2,12,1,1
8189,40.69053,-73.95466,3,0,0,0
13871,40.71632,-73.88297,4,314,2,1
36538,40.57504,-73.95551,2,332,0,1
20482,40.69477,-73.92489,7,362,0,0
24676,40.85961,-73.89031,1,0,4,2
40790,40.66052,-73.9843,5,28,0,1
6917,40.79751,-73.96168,3,253,1,0
3417,40.72717,-73.9927,2,0,1,1
20111,40.74446,-73.98044,5,0,1,1
32141,40.75888,-73.99102,2,7,1,1
8744,40.75549,-73.97149,2,364,1,1
10934,40.70588,-73.90821,2,0,2,0
31321,40.77467,-73.9094,2,0,2,1
11254,40.70696,-73.94349,2,0,0,0
46299,40.68747,-73.90977,1,172,0,0
44938,40.71032,-73.9614,1,50,0,1
48661,40.69342,-73.92679,7,14,0,0
20267,40.70781,-73.93926,1,0,0,0
26955,40.80049,-73.97159,10,0,1,0
41224,40.76015,-73.98497,1,301,1,1
16803,40.7537,-73.93186,3,365,2,1
10334,40.67308,-73.96336,2,0,0,1
34947,40.78348,-73.98383,2,1,1,1
38386,40.73622,-73.8466,2,21,2,1
13376,40.72717,-73.94479,3,74,0,1
41625,40.70906,-73.89511,30,318,2,0
12623,40.80462,-73.96074,7,0,1,1
26059,40.72591,-73.95645,2,268,0,1
39335,40.749,-73.94161,30,0,2,0
11752,40.77012,-73.95777,1,0,1,1
27297,40.69169,-73.95893,1,0,0,0
38760,40.71607,-74.00564,30,274,1,1
6838,40.74741,-73.94712,1,331,2,0
29458,40.75337,-73.93355,2,53,2,1
39023,40.68269,-73.92749,2,0,0,0
34223,40.65086,-73.97757,2,0,0,0
18846,40.8419,-73.93866,3,188,1,1
24079,40.76064,-73.97066,4,178,1,1
28646,40.74221,-73.99626,9,0,1,1
7519,40.67051,-73.95851,2,0,0,1
25380,40.70216,-73.89944,10,0,2,1
43319,40.66002,-73.94363,2,30,0,1
21348,40.65729,-73.99917,2,0,0,1
28526,40.661,-73.9598,30,2,0,1
2816,40.78808,-73.9754,1,362,1,1
2153,40.7852,-73.9746,30,346,1,1
28539,40.6597,-73.98318,14,0,0,0
34410,40.70175,-73.90552,30,340,2,0
24959,40.77058,-73.95666,4,16,1,1
2572,40.71833,-73.99826,3,159,1,1
27401,40.70316,-73.91304,2,0,0,0
42794,40.68196,-73.92416,2,4,0,0
1821,40.72699,-73.97894,5,0,1,1
10224,40.69218,-73.96127,2,20,0,0
21240,40.81609,-73.93663,1,365,1,0
10156,40.70468,-73.91935,30,257,0,0
22026,40.75708,-73.81268,2,355,2,0
31848,40.77751,-73.94774,2,0,1,1
25438,40.73993,-74.00147,30,307,1,1
37737,40.79481,-73.96437,6,6,1,0
20236,40.73052,-73.9778,3,9,1,0
47104,40.70611,-74.00773,1,45,1,1
5113,40.66709,-73.9514,4,261,0,0
28269,40.80257,-73.96725,1,0,1,0
39122,40.70383,-73.91171,2,0,2,0
16600,40.73767,-73.95527,2,0,0,0
10644,40.71288,-73.94137,2,0,0,0
19505,40.76112,-73.92631,3,105,2,1
4921,40.69334,-73.94608,4,308,0,0
29327,40.80737,-73.95732,2,24,1,0
37879,40.73042,-73.98491,3,179,1,1
47181,40.72815,-73.99693,2,149,1,1
22837,40.70506,-73.93122,1,31,0,0
20378,40.70858,-74.00599,13,0,1,0
46702,40.71192,-73.99539,1,161,1,0
5472,40.71185,-74.01719,3,0,1,1
2059,40.78775,-73.98152,6,354,1,1
46007,40.69348,-73.94499,2,1,0,0
46655,40.76285,-73.98609,1,122,1,1
13785,40.78923,-73.96802,30,30,1,1
5140,40.67948,-73.97219,1,0,0,0
48579,40.8415,-73.93661,4,9,1,1
46933,40.79495,-73.93335,24,36,1,1
6979,40.70853,-73.95368,3,82,0,0
37089,40.68342,-73.92838,3,148,0,0
8892,40.68587,-73.92094,5,0,0,0
8290,40.74025,-73.98323,3,0,1,0
8802,40.74642,-73.98516,3,24,1,1
8192,40.68321,-73.93666,3,214,0,1
43957,40.89039,-73.83186,3,34,4,1
35092,40.75498,-73.96426,29,203,1,1
25674,40.81916,-73.94562,4,3,1,0
41556,40.75629,-73.96548,30,332,1,1
