neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365,price
0,40.71419,-73.94138,0,2,48,150
1,40.78687,-73.97428,1,2,2,175
1,40.77884,-73.98591,1,5,10,180
1,40.81323,-73.9422,1,1,53,165
1,40.75908,-73.9938,1,5,167,395
0,40.70694,-73.94176,0,2,0,90
0,40.68073,-73.95749,0,180,85,52
1,40.72905,-73.97797,1,1,0,1145
0,40.67318,-73.95566,1,4,11,225
1,40.7854,-73.94981,1,2,188,250
1,40.72525,-74.00142,1,1,23,1306
2,40.74697,-73.94131,1,4,0,135
0,40.70804,-73.94868,1,5,0,150
0,40.70031,-73.94077,2,30,311,35
0,40.7185,-73.93964,0,1,26,40
0,40.72023,-73.94355,1,2,97,336
1,40.7476,-73.97632,1,1,236,320
1,40.76218,-73.95858,1,3,61,150
1,40.79755,-73.94413,1,1,0,250
4,40.80771,-73.85204,0,2,179,46
1,40.75191,-73.9698,1,30,311,140
1,40.81749,-73.93875,0,1,74,75
2,40.76734,-73.81789,0,1,84,60
0,40.71158,-73.96697,1,1,89,400
1,40.76581,-73.98745,1,10,170,208
0,40.58692,-73.94235,0,30,216,79
1,40.77907,-73.98684,1,3,150,208
0,40.68887,-73.97021,0,1,0,72
1,40.77886,-73.95139,0,7,0,90
2,40.76353,-73.82381,1,2,0,70
0,40.68901,-73.94031,1,4,230,220
1,40.76207,-73.99098,1,4,127,200
0,40.64714,-73.98107,1,5,42,525
0,40.682,-73.95681,1,2,4,140
0,40.60245,-73.9814,1,2,16,80
0,40.66706,-73.86781,1,2,149,95
0,40.67023,-73.9567,1,2,4,65
2,40.69668,-73.83138,0,1,89,75
1,40.78075,-73.95108,1,4,0,125
2,40.76699,-73.81636,0,1,89,75
0,40.70087,-73.93904,2,30,0,35
0,40.70115,-73.93931,2,30,0,35
2,40.74402,-73.89698,0,5,162,55
0,40.69995,-73.93884,0,30,0,64
2,40.76027,-73.90768,0,1,323,60
1,40.71953,-74.00064,1,2,361,450
2,40.70154,-73.90752,0,30,365,47
0,40.71178,-73.94257,1,7,263,163
2,40.70302,-73.9063,0,30,365,47
0,40.71157,-73.94055,0,2,0,75
1,40.85476,-73.93094,0,1,336,196
1,40.85482,-73.93137,1,1,324,174
0,40.70234,-73.97954,1,2,0,295
4,40.86003,-73.86584,1,1,74,60
0,40.71867,-73.96163,0,2,44,100
0,40.70632,-73.91876,1,1,178,199
2,40.70103,-73.90613,0,30,365,47
1,40.78378,-73.95606,1,31,249,105
0,40.64627,-73.93164,0,3,0,50
0,40.69644,-73.94113,0,1,359,100
1,40.73753,-74.00882,1,2,80,595
1,40.74477,-74.00622,1,2,137,185
4,40.85394,-73.89641,0,5,62,35
0,40.69647,-73.94248,0,5,37,70
0,40.64582,-73.96479,1,1,0,80
0,40.72988,-73.95789,1,10,83,210
2,40.74326,-73.88912,0,2,32,45
0,40.71938,-73.95736,1,3,0,110
2,40.75967,-73.91602,1,14,52,109
1,40.73063,-73.98322,1,1,20,180
0,40.6881,-73.92843,0,30,145,39
1,40.76303,-73.99225,1,5,13,245
0,40.7045,-73.94357,1,6,40,150
2,40.7384,-73.83052,1,30,342,132
1,40.78593,-73.94292,1,2,74,139
1,40.7531,-73.96986,1,4,63,130
1,40.77859,-73.98481,0,1,341,228
1,40.77757,-73.98579,1,1,341,236
0,40.63481,-73.95927,0,1,311,70
1,40.76616,-73.98611,0,2,77,97
2,40.77069,-73.87286,0,1,171,55
0,40.70429,-73.94894,0,1,89,150
0,40.6905,-73.93038,0,2,226,49
0,40.69058,-73.93068,0,2,250,49
0,40.68628,-73.90895,0,5,64,65
0,40.68989,-73.90447,0,3,0,50
0,40.71573,-73.93887,1,4,1,110
0,40.65587,-73.94187,0,3,332,45
0,40.6914,-73.93046,0,2,254,49
4,40.86304,-73.84559,1,1,78,150
2,40.76946,-73.87138,0,1,168,55
1,40.80622,-73.94171,1,2,0,195
1,40.79658,-73.96118,0,1,75,75
2,40.77051,-73.87344,0,1,162,55
1,40.76459,-73.9888,2,1,358,59
1,40.76251,-73.98871,2,1,362,59
2,40.77102,-73.87287,0,1,153,55
1,40.70613,-74.01583,1,35,105,135
1,40.7366,-74.00619,1,7,0,248
1,40.74526,-73.98163,0,30,0,48
1,40.80273,-73.96386,1,1,4,300
0,40.60165,-73.96299,0,1,0,55
1,40.8357,-73.94234,1,1,335,560
0,40.69182,-73.92859,0,2,268,52
1,40.74482,-73.98367,1,30,343,5100
1,40.80564,-73.94198,0,2,292,65
2,40.69945,-73.90771,0,3,68,89
2,40.68324,-73.79169,0,1,157,39
1,40.78536,-73.97543,1,30,312,133
3,40.57857,-74.09152,0,1,35,65
0,40.66652,-73.93167,1,3,313,150
1,40.70569,-74.00403,0,7,365,169
1,40.7065,-74.00503,0,7,365,169
0,40.70426,-73.94542,0,1,76,70
1,40.70832,-74.00755,0,7,358,169
0,40.66815,-73.92169,0,1,320,65
1,40.70969,-74.00575,0,7,365,169
1,40.79595,-73.97485,1,3,0,380
1,40.72882,-74.00089,1,2,16,300
0,40.67946,-73.97497,1,1,8,120
2,40.70467,-73.86108,1,10,178,200
1,40.76325,-73.98592,1,3,215,285
0,40.68114,-73.92065,1,3,26,175
1,40.711,-74.00883,0,7,323,169
2,40.72755,-73.85028,0,2,0,60
2,40.68042,-73.85515,1,3,53,70
1,40.71086,-74.00746,0,7,358,169
1,40.70712,-74.00609,0,7,344,169
1,40.70842,-74.00519,0,7,358,169
0,40.71606,-73.94093,0,7,13,70
1,40.70922,-74.00571,0,7,365,169
1,40.70599,-74.00503,0,7,365,169
1,40.86259,-73.92728,0,3,282,90
1,40.86214,-73.92708,0,3,252,90
1,40.86256,-73.92887,0,3,258,90
1,40.86364,-73.92835,0,3,237,90
4,40.8027,-73.91563,1,2,50,109
1,40.76088,-73.99081,1,1,12,144
1,40.75577,-73.96727,1,30,310,142
1,40.70956,-74.00713,0,1,292,250
0,40.70103,-73.93979,0,30,364,80
0,40.6918,-73.93028,0,2,261,58
0,40.69103,-73.92719,0,3,127,50
0,40.68523,-73.9384,1,1,194,89
1,40.82868,-73.94678,1,1,44,159
2,40.71134,-73.8279,0,3,318,60
1,40.79889,-73.9393,1,90,140,160
0,40.71105,-73.96748,1,4,0,499
4,40.84581,-73.8889,2,2,146,25
1,40.74636,-73.97561,0,1,55,120
1,40.80022,-73.94185,1,1,86,124
2,40.71042,-73.82912,0,5,308,70
0,40.68763,-73.92898,0,4,12,70
1,40.82775,-73.94667,1,1,13,127
0,40.68921,-73.95424,0,2,279,69
0,40.68355,-73.90701,0,1,88,150
0,40.72069,-73.95829,1,2,3,295
1,40.72121,-73.9909,1,1,364,800
1,40.76632,-73.98597,2,1,23,95
0,40.68528,-73.97285,2,2,31,32
1,40.73587,-74.0043,0,2,128,70
1,40.7204,-73.98371,1,30,193,180
0,40.71322,-73.94655,0,1,49,74
0,40.66889,-73.92376,0,1,48,49
1,40.81824,-73.93832,0,4,291,81
1,40.76395,-73.99075,1,2,294,898
0,40.57776,-73.98313,2,3,0,25
4,40.8279,-73.90516,0,2,345,100
1,40.72506,-74.00876,1,3,0,230
2,40.68727,-73.86413,0,3,361,59
2,40.70557,-73.90713,0,7,290,55
0,40.68599,-73.93005,1,1,0,100
1,40.80093,-73.94322,2,1,90,45
1,40.76389,-73.98872,0,1,95,138
0,40.70065,-73.92378,0,2,48,60
0,40.67588,-73.92405,0,1,125,85
1,40.79922,-73.94187,2,1,83,49
1,40.80653,-73.94942,1,1,9,160
1,40.80073,-73.94328,2,1,72,45
1,40.79949,-73.94265,2,1,90,60
1,40.79966,-73.94191,2,1,89,55
1,40.79885,-73.94304,2,1,83,45
2,40.69459,-73.85081,1,5,121,150
0,40.69911,-73.94162,0,10,59,69
1,40.86069,-73.92513,0,4,103,59
1,40.80485,-73.96319,0,1,365,87
0,40.66949,-73.92172,0,1,323,65
0,40.71623,-73.9601,0,2,86,85
1,40.72656,-73.98758,1,2,52,300
0,40.70908,-73.95663,0,1,295,55
1,40.73392,-73.98085,2,3,0,70
1,40.76691,-73.98726,2,1,23,95
1,40.72394,-73.99583,1,1,121,240
0,40.68956,-73.9432,0,3,0,50
0,40.73354,-73.95719,0,1,0,65
1,40.72044,-73.98335,1,3,8,240
2,40.70008,-73.89596,0,1,28,47
1,40.71922,-73.98514,0,1,11,120
0,40.70041,-73.92483,0,3,99,54
1,40.71626,-74.00257,0,4,327,200
1,40.75277,-73.96594,1,4,218,419
1,40.7667,-73.98692,2,1,23,95
1,40.71099,-73.99442,0,3,4,150
2,40.71933,-73.7536,0,1,0,55
1,40.71239,-73.99461,0,3,0,200
2,40.73872,-73.92678,0,30,1,35
0,40.67257,-73.94011,1,3,17,78
1,40.72283,-73.98382,1,5,310,450
0,40.68035,-73.91035,1,1,80,167
2,40.76896,-73.92404,0,1,334,65
0,40.68374,-73.99368,0,1,85,88
0,40.69814,-73.9219,0,2,0,40
1,40.82857,-73.95161,1,30,5,175
1,40.81141,-73.94051,0,3,365,135
0,40.71437,-73.94133,0,5,66,70
0,40.69108,-73.94535,0,2,0,109
1,40.76838,-73.98723,2,1,21,95
1,40.76769,-73.98681,2,1,19,95
1,40.78399,-73.9733,0,1,364,65
0,40.69463,-73.94787,0,1,0,50
0,40.69615,-73.9474,0,1,0,56
0,40.70921,-73.9426,1,2,22,125
1,40.72191,-73.97869,1,2,33,160
0,40.68942,-73.91714,1,2,300,99
0,40.7136,-73.96221,0,7,235,120
1,40.76725,-73.95864,0,3,251,950
1,40.82254,-73.9501,1,30,102,110
0,40.6916,-73.90713,0,1,337,45
0,40.71912,-73.94296,1,2,49,327
2,40.71022,-73.79665,1,2,81,110
2,40.67282,-73.77793,1,1,132,190
2,40.68462,-73.77582,1,3,44,120
1,40.86774,-73.92401,1,5,271,99
1,40.71543,-73.99323,1,1,82,350
2,40.6909,-73.73193,0,1,61,50
1,40.71404,-73.99085,0,1,172,80
1,40.86804,-73.92429,0,7,225,57
0,40.61186,-73.96955,0,3,0,38
1,40.78232,-73.97575,1,30,74,140
1,40.78974,-73.94933,1,1,83,165
1,40.8309,-73.94308,1,60,219,200
0,40.68991,-73.97352,1,4,179,750
1,40.70997,-74.00816,0,4,0,150
1,40.79,-73.94964,1,1,56,165
1,40.79908,-73.96465,0,7,283,50
1,40.74567,-73.98478,0,1,0,65
1,40.72503,-73.98466,0,1,318,125
2,40.71668,-73.80588,1,1,359,250
2,40.74685,-73.91586,0,1,66,50
0,40.68171,-73.92858,1,1,74,115
0,40.70658,-73.9463,0,2,0,70
0,40.68782,-73.94327,0,14,35,40
1,40.72713,-73.98402,0,1,318,80
0,40.66949,-73.99112,1,30,100,85
0,40.66075,-73.95926,1,4,0,120
1,40.72078,-74.00726,1,4,20,300
1,40.7272,-73.98288,0,1,317,260
0,40.70149,-73.92752,0,1,22,80
1,40.82802,-73.94481,1,3,0,74
1,40.85513,-73.93305,0,3,20,60
0,40.69627,-73.93076,0,5,94,100
4,40.83758,-73.85804,0,1,167,47
0,40.68068,-73.97938,1,3,35,245
4,40.85464,-73.8672,1,1,0,75
0,40.66867,-73.98017,1,3,23,135
2,40.7577,-73.83519,0,1,36,65
2,40.7289,-73.89803,1,2,338,130
1,40.72207,-73.99751,1,5,3,173
1,40.79463,-73.94604,1,2,8,100
0,40.69934,-73.92947,1,4,15,120
1,40.78045,-73.94688,0,1,9,105
0,40.68913,-73.95639,0,2,316,72
0,40.68868,-73.95623,0,2,351,79
1,40.80119,-73.95749,1,11,0,140
2,40.76009,-73.88271,0,1,1,49
1,40.70464,-74.0164,1,15,2,134
1,40.76468,-73.98785,0,1,77,160
1,40.71508,-73.97895,1,2,27,140
0,40.7184,-73.94434,1,2,0,120
0,40.65421,-73.95751,0,1,358,50
1,40.77289,-73.94689,0,1,147,120
0,40.69081,-73.93025,1,2,270,155
1,40.7545,-73.97067,1,1,139,260
0,40.64849,-74.00277,1,2,19,130
0,40.70151,-73.92293,0,5,0,70
1,40.76808,-73.98625,0,2,54,89
2,40.68831,-73.75141,0,3,352,42
1,40.78499,-73.94588,1,1,152,159
1,40.82004,-73.94622,0,2,1,70
4,40.80074,-73.91574,0,3,350,50
3,40.64015,-74.08127,1,3,326,99
2,40.75961,-73.93366,0,5,0,50
1,40.73351,-73.97798,1,60,243,130
2,40.74239,-73.9018,1,3,236,99
2,40.7577,-73.91728,0,2,333,60
0,40.68211,-73.92695,0,5,71,90
1,40.77112,-73.98964,1,31,103,1000
1,40.72493,-73.99318,1,7,3,106
2,40.75744,-73.91839,1,30,311,115
2,40.72688,-73.87861,0,1,36,38
1,40.76695,-73.99103,0,4,57,69
2,40.76799,-73.90995,0,1,31,65
0,40.66277,-73.9574,0,2,111,75
1,40.72344,-73.98479,1,30,221,250
1,40.7299,-73.98979,1,3,123,275
3,40.64098,-74.0935,1,2,241,249
1,40.76485,-73.99229,1,2,247,799
0,40.7042,-73.92719,1,2,0,147
0,40.69318,-73.95054,1,14,0,110
0,40.67144,-73.92496,1,3,7,90
1,40.72735,-73.98917,0,30,325,62
2,40.69967,-73.75026,1,2,332,600
1,40.72029,-74.00033,0,30,50,67
0,40.67723,-73.91256,0,2,213,58
0,40.70723,-73.92066,0,2,0,120
2,40.75985,-73.88294,0,1,210,39
1,40.72347,-74.00463,1,1,34,235
1,40.8026,-73.95829,1,2,19,182
1,40.81325,-73.9398,1,3,25,150
1,40.74535,-73.9764,1,2,0,120
0,40.66155,-73.88916,1,2,96,100
1,40.75383,-73.97207,0,5,353,350
2,40.67138,-73.77238,1,1,0,90
1,40.70604,-74.01021,1,2,303,194
0,40.67323,-73.96863,1,3,45,145
1,40.70763,-74.0105,1,2,272,470
1,40.70747,-74.01226,1,2,272,247
2,40.70622,-73.90641,0,1,5,50
1,40.7425,-73.99443,1,29,365,260
0,40.70652,-73.94541,0,1,0,80
0,40.70855,-73.94992,1,2,3,210
1,40.79433,-73.94414,0,2,103,70
4,40.88491,-73.85484,0,1,116,33
1,40.72705,-73.9846,0,1,15,80
1,40.81089,-73.94309,0,1,172,62
0,40.7198,-73.94125,1,2,48,171
0,40.59516,-73.96208,1,1,0,125
1,40.73103,-74.00778,1,3,16,350
1,40.76022,-73.99253,1,2,247,395
0,40.70039,-73.92352,0,2,364,72
2,40.76078,-73.88222,0,1,76,70
0,40.69655,-73.93458,0,1,0,55
0,40.67401,-73.92371,1,1,178,225
2,40.73018,-73.87172,0,1,156,57
1,40.71629,-73.98862,0,4,191,99
4,40.86313,-73.90183,2,1,0,35
1,40.71515,-73.99099,0,4,166,89
1,40.7637,-73.99037,0,1,278,135
2,40.76671,-73.81935,1,1,150,85
2,40.7651,-73.81749,1,1,156,85
2,40.70811,-73.91054,0,3,264,60
0,40.67837,-73.91871,1,2,0,60
1,40.78234,-73.9476,1,2,133,219
1,40.71917,-73.98343,1,1,253,442
0,40.69421,-73.93834,1,2,117,250
2,40.76625,-73.91946,1,2,7,160
0,40.73279,-73.954,1,2,7,240
0,40.6307,-73.95815,0,2,90,80
0,40.71285,-73.96535,1,30,188,190
0,40.72037,-73.95857,1,3,99,199
0,40.73293,-73.95889,1,5,174,250
1,40.74567,-73.99254,1,2,270,949
0,40.67692,-73.92241,0,1,330,60
1,40.78513,-73.95588,1,5,77,180
0,40.7023,-73.91911,0,1,56,59
1,40.76273,-73.99061,1,1,306,300
0,40.68592,-73.92695,1,31,155,120
0,40.61225,-73.9815,0,7,58,39
2,40.70585,-73.80867,0,1,358,50
1,40.70598,-74.00804,0,4,90,150
2,40.73101,-73.87139,0,1,180,51
1,40.84316,-73.94062,0,2,55,100
0,40.71492,-73.94397,0,3,0,60
0,40.69446,-73.9543,1,1,10,250
0,40.70044,-73.92503,0,2,15,68
1,40.82457,-73.94008,1,7,33,100
0,40.70796,-73.94826,0,3,78,189
2,40.75909,-73.92005,1,2,292,98
1,40.79491,-73.94162,1,3,307,400
0,40.6491,-73.96322,1,3,108,110
2,40.76523,-73.9118,0,1,192,49
1,40.85129,-73.92954,1,3,313,300
0,40.63376,-73.95148,0,3,0,30
1,40.73361,-73.98995,0,1,177,135
0,40.68395,-73.92998,1,5,101,113
0,40.65596,-73.97951,1,1,232,55
1,40.74385,-73.97669,1,4,4,100
1,40.72745,-74.0025,1,5,365,285
0,40.63209,-74.018,0,1,95,45
0,40.66115,-73.89352,1,2,347,195
0,40.63866,-73.96735,1,30,279,78
4,40.86255,-73.90059,0,1,332,42
1,40.82011,-73.9404,1,1,180,110
1,40.8312,-73.9399,0,7,90,99
0,40.71379,-73.94104,0,27,323,47
2,40.72997,-73.87183,0,1,365,51
1,40.74038,-74.00139,1,3,39,170
4,40.87268,-73.85424,1,2,180,100
1,40.70824,-74.01403,0,4,0,125
3,40.6105,-74.09132,1,1,339,115
2,40.76255,-73.88019,2,1,153,43
1,40.74394,-73.99094,1,30,278,439
1,40.73823,-73.98343,1,30,331,348
1,40.73532,-73.99874,1,2,2,150
0,40.68775,-73.9277,0,4,23,50
0,40.68899,-73.9289,0,3,9,57
2,40.76275,-73.88198,2,1,91,43
1,40.76461,-73.98745,2,1,365,65
1,40.75325,-73.97176,0,5,0,250
0,40.67875,-73.90704,1,2,162,160
2,40.75912,-73.92903,1,3,0,130
1,40.7075,-74.01179,1,2,263,505
1,40.73571,-73.99694,0,1,353,425
1,40.73679,-73.99592,0,1,359,425
0,40.66002,-73.94363,1,2,30,150
0,40.70092,-73.93732,0,1,9,50
1,40.7234,-73.98267,0,2,284,62
1,40.79321,-73.96823,0,3,24,380
0,40.60615,-74.00315,0,2,347,49
1,40.7786,-73.95208,1,30,311,206
1,40.72028,-73.98794,1,30,96,123
1,40.72175,-73.99544,1,5,7,145
1,40.77721,-73.95222,1,30,189,206
0,40.65477,-73.92207,0,1,365,75
0,40.66806,-73.95295,1,2,82,350
0,40.70845,-73.94266,0,2,5,76
2,40.74006,-73.82894,1,1,145,200
4,40.89613,-73.85503,0,1,0,35
3,40.57882,-74.09197,0,1,342,49
2,40.74376,-73.7942,1,2,69,150
2,40.66465,-73.74907,1,3,176,150
1,40.76386,-73.98901,1,5,14,195
1,40.76928,-73.94855,1,2,3,140
0,40.6062,-73.98995,0,1,0,35
0,40.60898,-73.95341,0,1,348,65
0,40.60765,-73.95392,0,1,359,65
0,40.60755,-73.95303,0,1,352,65
2,40.66821,-73.75263,1,1,304,50
0,40.6093,-73.95211,2,2,358,40
0,40.60852,-73.95368,2,2,343,40
0,40.69477,-73.93011,1,3,119,180
1,40.74679,-74.00263,0,1,113,115
1,40.85549,-73.92789,0,2,14,69
4,40.80626,-73.85122,0,7,59,40
2,40.6875,-73.8664,0,3,358,39
1,40.73446,-73.9867,0,2,13,99
1,40.74875,-73.98675,1,30,311,334
1,40.78722,-73.94482,2,22,12,40
2,40.73125,-73.87251,0,1,365,38
1,40.70429,-74.00714,1,90,115,332
1,40.7204,-74.00027,0,3,86,64
0,40.71255,-73.93922,1,3,3,100
1,40.7461,-74.00329,0,1,108,110
0,40.71381,-73.95187,1,3,257,245
1,40.72392,-73.98915,1,7,15,135
1,40.76091,-73.99126,1,4,59,299
1,40.73948,-73.97973,1,30,327,150
2,40.77832,-73.90604,0,20,0,53
1,40.76142,-73.98629,1,29,349,212
1,40.71859,-74.00459,1,31,165,299
2,40.73747,-73.86404,1,7,54,110
4,40.86615,-73.88828,0,2,34,60
0,40.70069,-73.93676,0,3,15,70
0,40.67758,-73.92751,0,1,179,65
0,40.65401,-73.92013,0,1,365,90
1,40.79013,-73.94958,1,3,85,174
1,40.72002,-73.99704,1,3,33,260
0,40.66431,-73.95083,0,1,0,200
0,40.68898,-73.94139,0,10,246,50
0,40.58649,-73.97339,2,11,0,24
0,40.66544,-73.9577,0,2,224,35
2,40.75278,-73.89114,0,3,59,70
1,40.77029,-73.98761,0,3,158,110
0,40.68176,-73.89402,0,30,98,85
0,40.64673,-73.94686,1,1,292,95
0,40.66247,-73.93784,1,2,59,425
0,40.66387,-73.9384,1,1,148,150
1,40.72589,-74.00015,0,1,23,119
0,40.65292,-73.95229,0,5,159,45
1,40.7211,-73.9893,0,1,162,135
1,40.72335,-73.99138,0,1,358,100
1,40.72018,-73.98813,0,1,362,219
1,40.71943,-73.98753,0,1,161,159
1,40.72585,-73.98831,0,4,48,50
0,40.68375,-73.91503,0,1,177,150
2,40.76303,-73.88039,2,1,123,34
0,40.63196,-73.94572,0,2,43,175
0,40.71829,-73.95819,0,3,97,109
0,40.6633,-73.89733,1,2,157,140
0,40.61489,-73.94541,2,2,0,26
0,40.6313,-73.94534,0,2,43,175
1,40.76248,-73.98937,1,4,61,299
1,40.70748,-74.0108,1,2,309,234
1,40.7071,-74.01194,1,2,327,230
1,40.70642,-74.01255,1,2,319,230
1,40.82479,-73.94218,1,30,242,125
1,40.76112,-73.98663,1,29,337,217
1,40.76122,-73.98583,1,29,333,182
1,40.75948,-73.98615,1,29,193,152
2,40.70303,-73.74906,1,1,362,125
1,40.76149,-73.98633,1,29,346,219
1,40.75923,-73.9865,1,29,331,207
1,40.72667,-73.99878,1,1,133,289
1,40.7977,-73.96115,1,4,132,330
3,40.597,-74.08778,2,1,2,29
1,40.78134,-73.95212,1,5,146,289
0,40.68831,-73.9393,1,1,206,150
1,40.75967,-73.96786,1,30,159,120
2,40.70532,-73.80965,0,1,360,40
1,40.70799,-74.01113,1,2,317,228
1,40.70579,-74.01245,1,2,322,203
2,40.66663,-73.7836,0,1,0,49
0,40.71095,-73.96717,1,30,249,183
1,40.74779,-73.981,1,3,276,800
1,40.79738,-73.93196,0,2,35,50
1,40.72673,-73.98646,1,3,151,149
2,40.76769,-73.92564,0,1,319,55
1,40.71313,-73.99615,0,1,175,108
1,40.77961,-73.97821,0,2,61,160
0,40.64403,-74.00087,0,1,89,60
1,40.84427,-73.93742,0,1,0,52
1,40.7432,-73.97605,2,2,324,39
1,40.71214,-73.99568,0,1,153,89
0,40.67916,-73.90628,0,1,170,57
0,40.67919,-73.90684,0,1,164,57
0,40.65565,-73.92705,0,30,344,40
0,40.68092,-73.90777,0,1,138,55
1,40.77139,-73.95651,1,30,283,290
4,40.83938,-73.85708,0,1,352,45
0,40.70014,-73.93664,1,1,292,150
0,40.66008,-73.92122,0,2,304,50
1,40.7867,-73.96951,1,2,5,165
3,40.64448,-74.08485,1,2,65,68
1,40.75913,-73.99185,1,6,12,195
2,40.6898,-73.86077,0,7,360,45
1,40.80038,-73.95994,0,1,17,66
2,40.76019,-73.90934,0,30,170,40
1,40.75942,-73.98602,1,30,214,309
1,40.76118,-73.98625,1,30,239,240
1,40.7609,-73.98594,1,30,189,240
1,40.75938,-73.98749,1,30,14,219
0,40.68966,-73.97311,0,2,0,125
0,40.68466,-73.91716,1,2,262,130
2,40.70741,-73.80838,0,1,342,50
4,40.87414,-73.88342,0,1,271,51
0,40.6386,-73.94584,1,1,19,82
1,40.72681,-74.00455,1,2,47,200
0,40.67382,-73.96642,1,4,28,150
2,40.76222,-73.91861,1,3,206,360
0,40.71993,-73.96395,1,180,310,400
2,40.6083,-73.75787,0,1,54,45
1,40.71304,-73.99484,0,1,164,89
0,40.66172,-73.99387,0,2,88,75
4,40.88171,-73.85384,1,2,360,75
0,40.64644,-74.01057,0,1,31,47
1,40.80704,-73.95134,0,3,20,105
2,40.77005,-73.91098,0,1,0,90
1,40.85176,-73.93009,0,2,53,75
2,40.70579,-73.81001,2,1,361,30
0,40.68638,-73.93497,1,2,30,499
2,40.72947,-73.82076,1,3,152,250
0,40.62329,-74.02136,2,10,0,24
0,40.61472,-73.99143,0,2,364,79
1,40.84467,-73.93549,1,2,215,280
0,40.63555,-74.02962,0,1,154,75
2,40.69439,-73.83243,2,1,180,58
2,40.74623,-73.88974,0,1,83,55
0,40.66067,-73.8931,0,2,354,65
0,40.66089,-73.89376,0,2,349,65
2,40.76308,-73.82215,0,2,0,63
1,40.71565,-73.99211,1,4,8,250
0,40.70672,-73.92295,1,2,0,200
0,40.68694,-73.97435,1,2,2,104
2,40.74266,-73.86526,1,1,280,65
2,40.75869,-73.91439,2,10,341,45
1,40.78091,-73.95384,1,2,38,175
0,40.68383,-73.90857,1,6,19,65
1,40.86725,-73.92726,1,1,16,150
1,40.81708,-73.95059,0,5,345,215
1,40.75088,-73.96958,1,3,343,419
1,40.81652,-73.94914,0,5,335,215
1,40.75544,-73.96452,1,2,117,195
0,40.70762,-73.95,1,3,0,225
0,40.7077,-73.9435,0,7,0,65
1,40.74472,-73.98526,1,30,320,306
0,40.70783,-73.95431,0,3,47,90
1,40.74898,-73.98029,1,3,249,700
0,40.72178,-73.95653,1,5,13,200
1,40.73792,-74.00063,1,14,87,230
0,40.71948,-73.96376,1,30,160,150
0,40.72633,-73.95859,0,1,47,55
1,40.75166,-73.97154,0,3,96,600
0,40.66784,-73.95798,0,30,251,68
0,40.71878,-73.9604,0,1,98,70
0,40.69539,-73.94399,0,2,96,79
0,40.69833,-73.93463,1,1,264,175
2,40.7786,-73.91031,1,15,0,140
1,40.83591,-73.94586,1,5,83,180
3,40.5788,-74.09155,0,1,310,37
0,40.66815,-73.97767,1,5,22,395
0,40.64578,-73.94756,0,2,361,75
0,40.64423,-73.94683,0,2,356,50
1,40.82437,-73.95027,0,1,83,85
1,40.80009,-73.96218,1,14,2,130
1,40.75923,-73.99233,1,4,44,225
4,40.82639,-73.90517,1,2,0,150
0,40.68619,-73.98719,0,4,0,105
2,40.75737,-73.91669,1,14,77,85
1,40.76473,-73.99003,2,1,347,69
1,40.76449,-73.99107,2,1,349,60
1,40.76623,-73.99075,2,1,337,85
1,40.76436,-73.99153,2,1,348,60
0,40.68667,-73.9738,2,2,0,41
0,40.67807,-73.95532,1,4,28,130
1,40.76167,-73.96944,1,2,163,149
1,40.75813,-73.99818,0,90,160,100
1,40.80879,-73.94174,1,7,14,600
1,40.76008,-73.98721,1,29,365,227
1,40.76072,-73.98582,1,29,363,244
1,40.75256,-73.99653,0,4,91,150
1,40.70599,-74.01236,1,2,262,472
1,40.70729,-74.01095,1,2,263,474
1,40.70751,-74.01059,1,2,319,214
1,40.70761,-74.01226,1,2,333,235
1,40.70602,-74.0123,1,2,315,244
1,40.70715,-74.0103,1,2,265,495
0,40.69058,-73.91303,0,7,0,60
1,40.70653,-74.01088,1,2,279,398
1,40.73593,-74.00438,1,3,10,260
0,40.71072,-73.94207,1,2,169,230
2,40.59356,-73.79436,1,1,35,95
1,40.70632,-74.01188,1,2,338,229
2,40.76257,-73.92162,0,1,104,90
1,40.70645,-74.0118,1,2,323,240
0,40.6871,-73.97575,0,5,85,90
1,40.7075,-74.01079,1,2,319,236
1,40.70793,-74.01043,1,2,341,229
0,40.68727,-73.98956,1,2,5,160
1,40.70784,-74.0107,1,2,327,229
1,40.74005,-74.00071,1,3,18,154
1,40.74805,-73.97855,1,3,1,200
2,40.71597,-73.83543,2,4,332,35
0,40.70891,-73.96342,0,3,72,169
0,40.63611,-74.03178,0,1,134,75
0,40.71994,-73.94085,1,2,0,240
0,40.63521,-74.03197,0,1,361,75
2,40.74666,-73.85781,0,1,164,50
1,40.73568,-73.98188,0,2,0,95
0,40.72005,-73.95704,0,2,18,120
1,40.84661,-73.93444,0,2,216,60
1,40.70723,-74.01086,1,2,340,229
1,40.77116,-73.95776,1,3,5,130
0,40.68481,-73.9296,1,2,37,100
1,40.7644,-73.9633,1,29,221,164
1,40.75896,-73.9956,1,7,213,150
1,40.71492,-74.01154,1,4,365,355
1,40.76291,-73.96448,1,29,220,150
1,40.80004,-73.96838,0,1,52,89
1,40.73037,-74.00497,1,2,270,1799
4,40.82864,-73.87609,0,2,24,45
1,40.7649,-73.96795,1,7,279,395
1,40.78034,-73.94861,0,1,0,70
0,40.68393,-73.91528,1,3,245,134
1,40.75104,-73.99544,1,4,228,200
0,40.69248,-73.93162,1,2,18,215
